user_id;food_id;like
799;07-738;1
820;07-738;1
826;07-738;1
883;07-738;1
889;07-738;1
896;07-738;1
964;07-738;1
968;07-738;1
1003;07-739;1
1012;07-739;1
1017;07-739;1
1070;07-739;1
1072;07-739;1
1077;07-739;1
1123;07-739;1
1153;07-739;1
1159;07-739;1
1162;07-739;1
1169;07-739;1
1186;07-739;1
1213;07-739;1
1221;07-739;1
1234;07-739;1
1239;07-739;1
143;07-739;1
194;07-739;1
23;07-739;1
261;07-739;1
275;07-739;1
31;07-739;1
338;07-739;1
366;07-739;1
410;07-739;1
419;07-739;1
471;07-739;1
501;07-739;1
580;07-739;1
581;07-739;1
583;07-739;1
590;07-739;1
619;07-739;1
675;07-739;1
76;07-739;1
78;07-739;1
782;07-739;1
805;07-739;1
84;07-739;1
854;07-739;1
855;07-739;1
871;07-739;1
88;07-739;1
883;07-739;1
895;07-739;1
900;07-739;1
901;07-739;1
914;07-739;1
958;07-739;1
963;07-739;1
975;07-739;1
978;07-739;1
1017;07-740;1
1070;07-740;1
1075;07-740;1
1080;07-740;1
1104;07-740;1
1117;07-740;1
1123;07-740;1
1131;07-740;1
1159;07-740;1
1162;07-740;1
1168;07-740;1
1187;07-740;1
1234;07-740;1
1244;07-740;1
190;07-740;1
20;07-740;1
200;07-740;1
232;07-740;1
31;07-740;1
338;07-740;1
342;07-740;1
386;07-740;1
429;07-740;1
43;07-740;1
453;07-740;1
461;07-740;1
513;07-740;1
516;07-740;1
580;07-740;1
601;07-740;1
675;07-740;1
729;07-740;1
76;07-740;1
778;07-740;1
783;07-740;1
794;07-740;1
814;07-740;1
826;07-740;1
84;07-740;1
847;07-740;1
854;07-740;1
871;07-740;1
895;07-740;1
896;07-740;1
964;07-740;1
1024;07-741;1
1046;07-741;1
1075;07-741;1
1077;07-741;1
118;07-741;1
1186;07-741;1
1187;07-741;1
1213;07-741;1
1221;07-741;1
1239;07-741;1
151;07-741;1
180;07-741;1
190;07-741;1
199;07-741;1
199;07-741;1
200;07-741;1
215;07-741;1
216;07-741;1
23;07-741;1
231;07-741;1
235;07-741;1
24;07-741;1
249;07-741;1
263;07-741;1
275;07-741;1
332;07-741;1
342;07-741;1
350;07-741;1
385;07-741;1
398;07-741;1
410;07-741;1
419;07-741;1
429;07-741;1
43;07-741;1
471;07-741;1
481;07-741;1
576;07-741;1
619;07-741;1
643;07-741;1
648;07-741;1
756;07-741;1
778;07-741;1
783;07-741;1
812;07-741;1
839;07-741;1
871;07-741;1
1033;07-742;1
1070;07-742;1
1075;07-742;1
1089;07-742;1
1117;07-742;1
1127;07-742;1
113;07-742;1
1153;07-742;1
1168;07-742;1
118;07-742;1
1186;07-742;1
1206;07-742;1
143;07-742;1
151;07-742;1
156;07-742;1
158;07-742;1
180;07-742;1
194;07-742;1
200;07-742;1
218;07-742;1
23;07-742;1
242;07-742;1
31;07-742;1
332;07-742;1
338;07-742;1
342;07-742;1
345;07-742;1
368;07-742;1
379;07-742;1
386;07-742;1
429;07-742;1
43;07-742;1
453;07-742;1
480;07-742;1
486;07-742;1
513;07-742;1
529;07-742;1
581;07-742;1
601;07-742;1
619;07-742;1
675;07-742;1
710;07-742;1
778;07-742;1
78;07-742;1
787;07-742;1
794;07-742;1
84;07-742;1
874;07-742;1
897;07-742;1
900;07-742;1
942;07-742;1
964;07-742;1
978;07-742;1
1003;07-743;1
1021;07-743;1
1033;07-743;1
1035;07-743;1
1060;07-743;1
1077;07-743;1
1080;07-743;1
1098;07-743;1
1123;07-743;1
113;07-743;1
1131;07-743;1
1145;07-743;1
1176;07-743;1
1206;07-743;1
1217;07-743;1
1221;07-743;1
1231;07-743;1
1239;07-743;1
1244;07-743;1
156;07-743;1
180;07-743;1
200;07-743;1
216;07-743;1
218;07-743;1
23;07-743;1
235;07-743;1
249;07-743;1
261;07-743;1
263;07-743;1
279;07-743;1
338;07-743;1
359;07-743;1
410;07-743;1
43;07-743;1
461;07-743;1
486;07-743;1
514;07-743;1
576;07-743;1
583;07-743;1
601;07-743;1
710;07-743;1
794;07-743;1
799;07-743;1
805;07-743;1
839;07-743;1
896;07-743;1
897;07-743;1
901;07-743;1
968;07-743;1
975;07-743;1
1024;07-744;1
1089;07-744;1
1103;07-744;1
1104;07-744;1
1117;07-744;1
1127;07-744;1
1131;07-744;1
1153;07-744;1
1159;07-744;1
1169;07-744;1
12;07-744;1
1201;07-744;1
1231;07-744;1
1239;07-744;1
1244;07-744;1
156;07-744;1
165;07-744;1
199;07-744;1
232;07-744;1
24;07-744;1
249;07-744;1
261;07-744;1
263;07-744;1
332;07-744;1
337;07-744;1
368;07-744;1
398;07-744;1
419;07-744;1
461;07-744;1
480;07-744;1
481;07-744;1
497;07-744;1
526;07-744;1
529;07-744;1
576;07-744;1
580;07-744;1
581;07-744;1
643;07-744;1
648;07-744;1
76;07-744;1
839;07-744;1
855;07-744;1
874;07-744;1
883;07-744;1
889;07-744;1
897;07-744;1
914;07-744;1
942;07-744;1
944;07-744;1
964;07-744;1
968;07-744;1
1011;07-745;1
1021;07-745;1
1024;07-745;1
1035;07-745;1
1077;07-745;1
1080;07-745;1
1085;07-745;1
1098;07-745;1
1103;07-745;1
1117;07-745;1
1123;07-745;1
1159;07-745;1
1168;07-745;1
1186;07-745;1
1206;07-745;1
1213;07-745;1
1239;07-745;1
190;07-745;1
194;07-745;1
200;07-745;1
215;07-745;1
218;07-745;1
23;07-745;1
231;07-745;1
235;07-745;1
31;07-745;1
337;07-745;1
453;07-745;1
480;07-745;1
486;07-745;1
501;07-745;1
513;07-745;1
516;07-745;1
590;07-745;1
601;07-745;1
643;07-745;1
643;07-745;1
756;07-745;1
778;07-745;1
787;07-745;1
84;07-745;1
855;07-745;1
883;07-745;1
889;07-745;1
895;07-745;1
897;07-745;1
900;07-745;1
914;07-745;1
936;07-745;1
942;07-745;1
1003;07-746;1
1046;07-746;1
1060;07-746;1
1077;07-746;1
1077;07-746;1
1109;07-746;1
1117;07-746;1
1153;07-746;1
1158;07-746;1
1162;07-746;1
1187;07-746;1
12;07-746;1
1201;07-746;1
1234;07-746;1
143;07-746;1
158;07-746;1
190;07-746;1
199;07-746;1
215;07-746;1
216;07-746;1
218;07-746;1
23;07-746;1
231;07-746;1
261;07-746;1
275;07-746;1
332;07-746;1
338;07-746;1
345;07-746;1
501;07-746;1
516;07-746;1
643;07-746;1
787;07-746;1
805;07-746;1
814;07-746;1
820;07-746;1
847;07-746;1
854;07-746;1
883;07-746;1
896;07-746;1
942;07-746;1
978;07-746;1
991;07-746;1
1003;07-747;1
1017;07-747;1
1024;07-747;1
1035;07-747;1
1168;07-747;1
118;07-747;1
1217;07-747;1
1231;07-747;1
1234;07-747;1
151;07-747;1
20;07-747;1
216;07-747;1
218;07-747;1
23;07-747;1
232;07-747;1
249;07-747;1
286;07-747;1
337;07-747;1
338;07-747;1
345;07-747;1
359;07-747;1
398;07-747;1
410;07-747;1
453;07-747;1
461;07-747;1
481;07-747;1
513;07-747;1
580;07-747;1
613;07-747;1
619;07-747;1
643;07-747;1
710;07-747;1
78;07-747;1
782;07-747;1
787;07-747;1
794;07-747;1
805;07-747;1
847;07-747;1
854;07-747;1
855;07-747;1
871;07-747;1
883;07-747;1
901;07-747;1
936;07-747;1
942;07-747;1
944;07-747;1
991;07-747;1
1011;07-754;1
1024;07-754;1
1035;07-754;1
1060;07-754;1
1070;07-754;1
1077;07-754;1
1077;07-754;1
1089;07-754;1
1098;07-754;1
1109;07-754;1
1121;07-754;1
113;07-754;1
1131;07-754;1
1153;07-754;1
1158;07-754;1
1168;07-754;1
1176;07-754;1
1186;07-754;1
1187;07-754;1
12;07-754;1
1206;07-754;1
1217;07-754;1
1230;07-754;1
1231;07-754;1
1239;07-754;1
156;07-754;1
158;07-754;1
199;07-754;1
249;07-754;1
338;07-754;1
359;07-754;1
368;07-754;1
411;07-754;1
425;07-754;1
43;07-754;1
453;07-754;1
481;07-754;1
513;07-754;1
514;07-754;1
516;07-754;1
675;07-754;1
756;07-754;1
76;07-754;1
78;07-754;1
826;07-754;1
847;07-754;1
854;07-754;1
871;07-754;1
896;07-754;1
963;07-754;1
964;07-754;1
968;07-754;1
991;07-754;1
1005;07-755;1
1011;07-755;1
1035;07-755;1
1085;07-755;1
1089;07-755;1
1103;07-755;1
1109;07-755;1
1142;07-755;1
1162;07-755;1
1169;07-755;1
1176;07-755;1
1186;07-755;1
1213;07-755;1
1217;07-755;1
1230;07-755;1
1231;07-755;1
143;07-755;1
151;07-755;1
156;07-755;1
158;07-755;1
231;07-755;1
232;07-755;1
261;07-755;1
263;07-755;1
275;07-755;1
342;07-755;1
367;07-755;1
368;07-755;1
410;07-755;1
425;07-755;1
426;07-755;1
461;07-755;1
501;07-755;1
513;07-755;1
601;07-755;1
619;07-755;1
672;07-755;1
787;07-755;1
799;07-755;1
812;07-755;1
814;07-755;1
854;07-755;1
855;07-755;1
871;07-755;1
883;07-755;1
895;07-755;1
901;07-755;1
1033;07-756;1
1075;07-756;1
1080;07-756;1
1085;07-756;1
1098;07-756;1
1117;07-756;1
1123;07-756;1
1131;07-756;1
1169;07-756;1
12;07-756;1
1201;07-756;1
1206;07-756;1
1217;07-756;1
1231;07-756;1
1234;07-756;1
20;07-756;1
200;07-756;1
203;07-756;1
216;07-756;1
218;07-756;1
249;07-756;1
332;07-756;1
337;07-756;1
338;07-756;1
345;07-756;1
367;07-756;1
368;07-756;1
425;07-756;1
429;07-756;1
481;07-756;1
486;07-756;1
497;07-756;1
513;07-756;1
529;07-756;1
580;07-756;1
583;07-756;1
613;07-756;1
671;07-756;1
76;07-756;1
78;07-756;1
787;07-756;1
799;07-756;1
805;07-756;1
812;07-756;1
814;07-756;1
820;07-756;1
847;07-756;1
883;07-756;1
895;07-756;1
944;07-756;1
963;07-756;1
1103;07-757;1
1109;07-757;1
1123;07-757;1
1141;07-757;1
1159;07-757;1
1169;07-757;1
1181;07-757;1
1186;07-757;1
1187;07-757;1
1213;07-757;1
151;07-757;1
200;07-757;1
218;07-757;1
232;07-757;1
24;07-757;1
263;07-757;1
275;07-757;1
410;07-757;1
419;07-757;1
486;07-757;1
529;07-757;1
576;07-757;1
643;07-757;1
675;07-757;1
710;07-757;1
78;07-757;1
782;07-757;1
826;07-757;1
900;07-757;1
914;07-757;1
975;07-757;1
978;07-757;1
1026;07-791;1
1039;07-791;1
1048;07-791;1
1050;07-791;1
1057;07-791;1
1078;07-791;1
1083;07-791;1
1161;07-791;1
1189;07-791;1
1191;07-791;1
120;07-791;1
1223;07-791;1
1240;07-791;1
1250;07-791;1
140;07-791;1
176;07-791;1
178;07-791;1
189;07-791;1
198;07-791;1
219;07-791;1
227;07-791;1
255;07-791;1
288;07-791;1
295;07-791;1
325;07-791;1
349;07-791;1
35;07-791;1
36;07-791;1
377;07-791;1
390;07-791;1
42;07-791;1
422;07-791;1
432;07-791;1
439;07-791;1
446;07-791;1
447;07-791;1
449;07-791;1
457;07-791;1
483;07-791;1
519;07-791;1
573;07-791;1
582;07-791;1
608;07-791;1
667;07-791;1
692;07-791;1
718;07-791;1
719;07-791;1
738;07-791;1
740;07-791;1
779;07-791;1
784;07-791;1
79;07-791;1
886;07-791;1
933;07-791;1
944;07-791;1
988;07-791;1
1005;07-797;1
1051;07-797;1
1072;07-797;1
1085;07-797;1
1117;07-797;1
113;07-797;1
1131;07-797;1
1141;07-797;1
1162;07-797;1
1168;07-797;1
1169;07-797;1
1176;07-797;1
1186;07-797;1
1187;07-797;1
1201;07-797;1
1230;07-797;1
1231;07-797;1
1244;07-797;1
194;07-797;1
218;07-797;1
23;07-797;1
231;07-797;1
232;07-797;1
24;07-797;1
249;07-797;1
263;07-797;1
275;07-797;1
332;07-797;1
337;07-797;1
349;07-797;1
368;07-797;1
398;07-797;1
461;07-797;1
486;07-797;1
513;07-797;1
514;07-797;1
590;07-797;1
723;07-797;1
778;07-797;1
799;07-797;1
805;07-797;1
823;07-797;1
871;07-797;1
874;07-797;1
883;07-797;1
896;07-797;1
901;07-797;1
936;07-797;1
1004;07-974;1
1011;07-974;1
102;07-974;1
1056;07-974;1
1062;07-974;1
1064;07-974;1
1078;07-974;1
1078;07-974;1
1120;07-974;1
1161;07-974;1
1188;07-974;1
1191;07-974;1
1223;07-974;1
1240;07-974;1
1240;07-974;1
1243;07-974;1
1250;07-974;1
147;07-974;1
171;07-974;1
177;07-974;1
2;07-974;1
208;07-974;1
208;07-974;1
219;07-974;1
227;07-974;1
252;07-974;1
255;07-974;1
271;07-974;1
278;07-974;1
287;07-974;1
291;07-974;1
295;07-974;1
34;07-974;1
349;07-974;1
381;07-974;1
449;07-974;1
457;07-974;1
494;07-974;1
519;07-974;1
539;07-974;1
573;07-974;1
642;07-974;1
695;07-974;1
698;07-974;1
719;07-974;1
73;07-974;1
779;07-974;1
79;07-974;1
8;07-974;1
824;07-974;1
825;07-974;1
884;07-974;1
906;07-974;1
944;07-974;1
949;07-974;1
958;07-974;1
979;07-974;1
102;07-993;1
1026;07-993;1
1032;07-993;1
1045;07-993;1
106;07-993;1
1073;07-993;1
1074;07-993;1
1098;07-993;1
1114;07-993;1
1114;07-993;1
1167;07-993;1
1181;07-993;1
1194;07-993;1
1194;07-993;1
1198;07-993;1
1218;07-993;1
1221;07-993;1
1246;07-993;1
196;07-993;1
271;07-993;1
28;07-993;1
288;07-993;1
290;07-993;1
296;07-993;1
299;07-993;1
299;07-993;1
310;07-993;1
369;07-993;1
386;07-993;1
398;07-993;1
421;07-993;1
426;07-993;1
491;07-993;1
501;07-993;1
503;07-993;1
519;07-993;1
533;07-993;1
551;07-993;1
56;07-993;1
562;07-993;1
593;07-993;1
605;07-993;1
630;07-993;1
681;07-993;1
682;07-993;1
687;07-993;1
749;07-993;1
774;07-993;1
776;07-993;1
794;07-993;1
798;07-993;1
821;07-993;1
862;07-993;1
937;07-993;1
94;07-993;1
973;07-993;1
997;07-993;1
1045;07-994;1
1067;07-994;1
1073;07-994;1
1087;07-994;1
1110;07-994;1
1114;07-994;1
1115;07-994;1
1177;07-994;1
1198;07-994;1
1208;07-994;1
1218;07-994;1
1221;07-994;1
125;07-994;1
14;07-994;1
178;07-994;1
243;07-994;1
271;07-994;1
296;07-994;1
301;07-994;1
347;07-994;1
369;07-994;1
37;07-994;1
392;07-994;1
401;07-994;1
421;07-994;1
426;07-994;1
487;07-994;1
49;07-994;1
503;07-994;1
508;07-994;1
514;07-994;1
519;07-994;1
526;07-994;1
533;07-994;1
533;07-994;1
551;07-994;1
56;07-994;1
611;07-994;1
661;07-994;1
664;07-994;1
689;07-994;1
705;07-994;1
714;07-994;1
735;07-994;1
740;07-994;1
748;07-994;1
760;07-994;1
776;07-994;1
793;07-994;1
793;07-994;1
794;07-994;1
798;07-994;1
806;07-994;1
834;07-994;1
845;07-994;1
862;07-994;1
94;07-994;1
1077;07-995;1
1087;07-995;1
1110;07-995;1
1167;07-995;1
1177;07-995;1
1177;07-995;1
1178;07-995;1
1181;07-995;1
1189;07-995;1
1208;07-995;1
125;07-995;1
138;07-995;1
178;07-995;1
179;07-995;1
26;07-995;1
271;07-995;1
299;07-995;1
341;07-995;1
367;07-995;1
37;07-995;1
386;07-995;1
406;07-995;1
421;07-995;1
437;07-995;1
492;07-995;1
514;07-995;1
533;07-995;1
541;07-995;1
562;07-995;1
596;07-995;1
628;07-995;1
664;07-995;1
676;07-995;1
687;07-995;1
689;07-995;1
735;07-995;1
741;07-995;1
763;07-995;1
769;07-995;1
774;07-995;1
774;07-995;1
786;07-995;1
788;07-995;1
79;07-995;1
798;07-995;1
806;07-995;1
82;07-995;1
821;07-995;1
839;07-995;1
840;07-995;1
844;07-995;1
845;07-995;1
862;07-995;1
875;07-995;1
9;07-995;1
904;07-995;1
904;07-995;1
908;07-995;1
916;07-995;1
919;07-995;1
937;07-995;1
988;07-995;1
1007;07-996;1
1018;07-996;1
1052;07-996;1
1067;07-996;1
1087;07-996;1
1110;07-996;1
1113;07-996;1
1114;07-996;1
1115;07-996;1
1194;07-996;1
1199;07-996;1
1208;07-996;1
1222;07-996;1
14;07-996;1
152;07-996;1
160;07-996;1
178;07-996;1
179;07-996;1
198;07-996;1
22;07-996;1
290;07-996;1
302;07-996;1
349;07-996;1
369;07-996;1
386;07-996;1
386;07-996;1
398;07-996;1
406;07-996;1
421;07-996;1
501;07-996;1
501;07-996;1
605;07-996;1
608;07-996;1
611;07-996;1
640;07-996;1
714;07-996;1
735;07-996;1
759;07-996;1
760;07-996;1
788;07-996;1
793;07-996;1
794;07-996;1
796;07-996;1
798;07-996;1
806;07-996;1
834;07-996;1
834;07-996;1
840;07-996;1
844;07-996;1
862;07-996;1
9;07-996;1
904;07-996;1
919;07-996;1
937;07-996;1
989;07-996;1
997;07-996;1
1007;07-997;1
1057;07-997;1
106;07-997;1
1076;07-997;1
1077;07-997;1
1087;07-997;1
110;07-997;1
1109;07-997;1
1113;07-997;1
1120;07-997;1
1128;07-997;1
1167;07-997;1
1178;07-997;1
1194;07-997;1
1194;07-997;1
1198;07-997;1
1208;07-997;1
1218;07-997;1
160;07-997;1
162;07-997;1
185;07-997;1
243;07-997;1
250;07-997;1
299;07-997;1
314;07-997;1
328;07-997;1
392;07-997;1
398;07-997;1
500;07-997;1
554;07-997;1
593;07-997;1
611;07-997;1
62;07-997;1
630;07-997;1
661;07-997;1
664;07-997;1
682;07-997;1
689;07-997;1
774;07-997;1
776;07-997;1
786;07-997;1
806;07-997;1
834;07-997;1
834;07-997;1
834;07-997;1
839;07-997;1
840;07-997;1
854;07-997;1
904;07-997;1
916;07-997;1
94;07-997;1
960;07-997;1
970;07-997;1
988;07-997;1
1004;07-998;1
1004;07-998;1
1007;07-998;1
1018;07-998;1
1045;07-998;1
106;07-998;1
107;07-998;1
110;07-998;1
1109;07-998;1
1115;07-998;1
1115;07-998;1
1165;07-998;1
1177;07-998;1
1177;07-998;1
1178;07-998;1
1179;07-998;1
1181;07-998;1
1194;07-998;1
1194;07-998;1
1199;07-998;1
1208;07-998;1
1218;07-998;1
1221;07-998;1
1225;07-998;1
1227;07-998;1
1246;07-998;1
152;07-998;1
174;07-998;1
178;07-998;1
179;07-998;1
185;07-998;1
196;07-998;1
200;07-998;1
22;07-998;1
26;07-998;1
271;07-998;1
286;07-998;1
290;07-998;1
302;07-998;1
347;07-998;1
349;07-998;1
356;07-998;1
386;07-998;1
386;07-998;1
426;07-998;1
487;07-998;1
50;07-998;1
526;07-998;1
533;07-998;1
541;07-998;1
554;07-998;1
562;07-998;1
58;07-998;1
596;07-998;1
605;07-998;1
630;07-998;1
705;07-998;1
735;07-998;1
746;07-998;1
763;07-998;1
764;07-998;1
788;07-998;1
79;07-998;1
806;07-998;1
82;07-998;1
834;07-998;1
840;07-998;1
844;07-998;1
845;07-998;1
894;07-998;1
913;07-998;1
916;07-998;1
94;07-998;1
959;07-998;1
960;07-998;1
970;07-998;1
973;07-998;1
976;07-998;1
989;07-998;1
997;07-998;1
1004;07-999;1
107;07-999;1
1098;07-999;1
110;07-999;1
1113;07-999;1
1128;07-999;1
1167;07-999;1
1189;07-999;1
1208;07-999;1
1221;07-999;1
1225;07-999;1
162;07-999;1
174;07-999;1
185;07-999;1
2;07-999;1
22;07-999;1
28;07-999;1
296;07-999;1
310;07-999;1
344;07-999;1
373;07-999;1
401;07-999;1
406;07-999;1
501;07-999;1
508;07-999;1
605;07-999;1
611;07-999;1
682;07-999;1
689;07-999;1
69;07-999;1
701;07-999;1
714;07-999;1
734;07-999;1
741;07-999;1
759;07-999;1
774;07-999;1
776;07-999;1
793;07-999;1
839;07-999;1
845;07-999;1
854;07-999;1
9;07-999;1
904;07-999;1
908;07-999;1
916;07-999;1
997;07-999;1
1020;08-1164;1
1051;08-1164;1
1070;08-1164;1
1081;08-1164;1
109;08-1164;1
1091;08-1164;1
1107;08-1164;1
1108;08-1164;1
1145;08-1164;1
1163;08-1164;1
1182;08-1164;1
1211;08-1164;1
1221;08-1164;1
1239;08-1164;1
1243;08-1164;1
127;08-1164;1
133;08-1164;1
144;08-1164;1
161;08-1164;1
217;08-1164;1
244;08-1164;1
253;08-1164;1
276;08-1164;1
289;08-1164;1
299;08-1164;1
311;08-1164;1
312;08-1164;1
317;08-1164;1
340;08-1164;1
356;08-1164;1
409;08-1164;1
472;08-1164;1
48;08-1164;1
510;08-1164;1
517;08-1164;1
545;08-1164;1
586;08-1164;1
603;08-1164;1
604;08-1164;1
641;08-1164;1
653;08-1164;1
750;08-1164;1
755;08-1164;1
780;08-1164;1
796;08-1164;1
847;08-1164;1
85;08-1164;1
857;08-1164;1
890;08-1164;1
972;08-1164;1
1005;08-1272;1
1022;08-1272;1
1045;08-1272;1
1064;08-1272;1
109;08-1272;1
1093;08-1272;1
1115;08-1272;1
1174;08-1272;1
1179;08-1272;1
1186;08-1272;1
1199;08-1272;1
1250;08-1272;1
182;08-1272;1
187;08-1272;1
194;08-1272;1
202;08-1272;1
256;08-1272;1
301;08-1272;1
302;08-1272;1
325;08-1272;1
328;08-1272;1
337;08-1272;1
349;08-1272;1
381;08-1272;1
391;08-1272;1
468;08-1272;1
473;08-1272;1
475;08-1272;1
503;08-1272;1
515;08-1272;1
521;08-1272;1
530;08-1272;1
596;08-1272;1
60;08-1272;1
600;08-1272;1
632;08-1272;1
641;08-1272;1
683;08-1272;1
709;08-1272;1
748;08-1272;1
757;08-1272;1
762;08-1272;1
781;08-1272;1
785;08-1272;1
829;08-1272;1
835;08-1272;1
842;08-1272;1
857;08-1272;1
867;08-1272;1
869;08-1272;1
92;08-1272;1
990;08-1272;1
1045;08-1275;1
1064;08-1275;1
1115;08-1275;1
1125;08-1275;1
1149;08-1275;1
1186;08-1275;1
1188;08-1275;1
1194;08-1275;1
1224;08-1275;1
125;08-1275;1
1250;08-1275;1
157;08-1275;1
182;08-1275;1
187;08-1275;1
210;08-1275;1
213;08-1275;1
301;08-1275;1
306;08-1275;1
325;08-1275;1
327;08-1275;1
328;08-1275;1
346;08-1275;1
347;08-1275;1
349;08-1275;1
365;08-1275;1
446;08-1275;1
454;08-1275;1
515;08-1275;1
521;08-1275;1
527;08-1275;1
531;08-1275;1
542;08-1275;1
566;08-1275;1
600;08-1275;1
629;08-1275;1
676;08-1275;1
683;08-1275;1
724;08-1275;1
726;08-1275;1
73;08-1275;1
737;08-1275;1
812;08-1275;1
908;08-1275;1
988;08-1275;1
991;08-1275;1
1005;08-1279;1
1012;08-1279;1
1012;08-1279;1
1029;08-1279;1
1040;08-1279;1
109;08-1279;1
113;08-1279;1
113;08-1279;1
1132;08-1279;1
1143;08-1279;1
1149;08-1279;1
1157;08-1279;1
1158;08-1279;1
1174;08-1279;1
1180;08-1279;1
1188;08-1279;1
1207;08-1279;1
1219;08-1279;1
1243;08-1279;1
125;08-1279;1
202;08-1279;1
247;08-1279;1
252;08-1279;1
306;08-1279;1
325;08-1279;1
328;08-1279;1
347;08-1279;1
358;08-1279;1
365;08-1279;1
391;08-1279;1
437;08-1279;1
446;08-1279;1
473;08-1279;1
479;08-1279;1
503;08-1279;1
515;08-1279;1
521;08-1279;1
531;08-1279;1
687;08-1279;1
73;08-1279;1
737;08-1279;1
748;08-1279;1
760;08-1279;1
762;08-1279;1
77;08-1279;1
855;08-1279;1
867;08-1279;1
931;08-1279;1
994;08-1279;1
1000;08-1307;1
101;08-1307;1
1020;08-1307;1
1045;08-1307;1
1051;08-1307;1
1107;08-1307;1
1107;08-1307;1
1130;08-1307;1
116;08-1307;1
1182;08-1307;1
1197;08-1307;1
127;08-1307;1
162;08-1307;1
176;08-1307;1
236;08-1307;1
26;08-1307;1
288;08-1307;1
301;08-1307;1
309;08-1307;1
317;08-1307;1
320;08-1307;1
350;08-1307;1
356;08-1307;1
380;08-1307;1
48;08-1307;1
491;08-1307;1
510;08-1307;1
535;08-1307;1
545;08-1307;1
557;08-1307;1
572;08-1307;1
587;08-1307;1
604;08-1307;1
638;08-1307;1
642;08-1307;1
653;08-1307;1
661;08-1307;1
685;08-1307;1
750;08-1307;1
774;08-1307;1
780;08-1307;1
827;08-1307;1
883;08-1307;1
888;08-1307;1
903;08-1307;1
914;08-1307;1
993;08-1307;1
997;08-1307;1
1020;08-1471;1
1047;08-1471;1
109;08-1471;1
1108;08-1471;1
112;08-1471;1
1145;08-1471;1
1149;08-1471;1
117;08-1471;1
1197;08-1471;1
1206;08-1471;1
1232;08-1471;1
129;08-1471;1
136;08-1471;1
295;08-1471;1
301;08-1471;1
312;08-1471;1
317;08-1471;1
326;08-1471;1
350;08-1471;1
356;08-1471;1
417;08-1471;1
475;08-1471;1
491;08-1471;1
510;08-1471;1
514;08-1471;1
576;08-1471;1
577;08-1471;1
58;08-1471;1
587;08-1471;1
603;08-1471;1
605;08-1471;1
616;08-1471;1
642;08-1471;1
653;08-1471;1
662;08-1471;1
700;08-1471;1
701;08-1471;1
731;08-1471;1
757;08-1471;1
775;08-1471;1
796;08-1471;1
796;08-1471;1
819;08-1471;1
838;08-1471;1
920;08-1471;1
972;08-1471;1
1000;08-1472;1
1020;08-1472;1
1059;08-1472;1
109;08-1472;1
1091;08-1472;1
112;08-1472;1
1145;08-1472;1
1149;08-1472;1
1163;08-1472;1
1197;08-1472;1
1211;08-1472;1
127;08-1472;1
144;08-1472;1
161;08-1472;1
168;08-1472;1
176;08-1472;1
244;08-1472;1
253;08-1472;1
301;08-1472;1
472;08-1472;1
489;08-1472;1
516;08-1472;1
545;08-1472;1
545;08-1472;1
552;08-1472;1
565;08-1472;1
572;08-1472;1
58;08-1472;1
616;08-1472;1
620;08-1472;1
622;08-1472;1
631;08-1472;1
641;08-1472;1
642;08-1472;1
661;08-1472;1
680;08-1472;1
700;08-1472;1
821;08-1472;1
823;08-1472;1
826;08-1472;1
847;08-1472;1
85;08-1472;1
85;08-1472;1
864;08-1472;1
883;08-1472;1
888;08-1472;1
890;08-1472;1
914;08-1472;1
972;08-1472;1
976;08-1472;1
997;08-1472;1
998;08-1472;1
1020;08-371;1
1047;08-371;1
1056;08-371;1
1091;08-371;1
111;08-371;1
1111;08-371;1
1197;08-371;1
1211;08-371;1
1243;08-371;1
1249;08-371;1
126;08-371;1
161;08-371;1
176;08-371;1
217;08-371;1
244;08-371;1
280;08-371;1
295;08-371;1
301;08-371;1
350;08-371;1
417;08-371;1
475;08-371;1
489;08-371;1
516;08-371;1
552;08-371;1
602;08-371;1
605;08-371;1
616;08-371;1
638;08-371;1
700;08-371;1
701;08-371;1
711;08-371;1
755;08-371;1
757;08-371;1
774;08-371;1
775;08-371;1
780;08-371;1
821;08-371;1
85;08-371;1
857;08-371;1
883;08-371;1
900;08-371;1
976;08-371;1
998;08-371;1
1020;08-42;1
1051;08-42;1
1070;08-42;1
1100;08-42;1
1107;08-42;1
111;08-42;1
1111;08-42;1
1130;08-42;1
1145;08-42;1
1206;08-42;1
1211;08-42;1
1239;08-42;1
1249;08-42;1
264;08-42;1
280;08-42;1
309;08-42;1
340;08-42;1
348;08-42;1
380;08-42;1
453;08-42;1
48;08-42;1
489;08-42;1
514;08-42;1
517;08-42;1
535;08-42;1
552;08-42;1
567;08-42;1
576;08-42;1
586;08-42;1
604;08-42;1
622;08-42;1
638;08-42;1
700;08-42;1
706;08-42;1
750;08-42;1
755;08-42;1
760;08-42;1
775;08-42;1
780;08-42;1
819;08-42;1
821;08-42;1
86;08-42;1
888;08-42;1
901;08-42;1
1005;08-45;1
101;08-45;1
1049;08-45;1
1056;08-45;1
1108;08-45;1
1130;08-45;1
117;08-45;1
1182;08-45;1
1232;08-45;1
1239;08-45;1
1249;08-45;1
127;08-45;1
129;08-45;1
144;08-45;1
217;08-45;1
217;08-45;1
236;08-45;1
253;08-45;1
295;08-45;1
299;08-45;1
311;08-45;1
350;08-45;1
